Order #,Date Seen,Title,Letter Rating,Score,Year Watched,Location,Format,Release Year,Rotten Tomatoes,Length (Minutes),RT/Minute,Poster URL,Genres
606,July-16,"Hunter, The",B/B+,13,2016,Portola Valley,Netflix,2012,,101,69%,https://image.tmdb.org/t/p/w500/KgFYNh3GE36FrXjo9udZbnV1z6.jpg,"Drama, Thriller, Adventure"
607,June-22,Hustle,B/B+,13,2022,Portola Valley,Netflix,2022,94%,118,78%,https://image.tmdb.org/t/p/w500/xWic7kPq13oRxYjbGLApXCnc7pz.jpg,"Drama, Comedy"
608,,I Know What You Did Last Summer,B/B+,13,Pre-2006,,,1997,47%,101,NA,https://image.tmdb.org/t/p/w500/6BfZLQYj97NO1yD5JkSAf5vWzGj.jpg,"Horror, Thriller, Mystery"
609,December-16,"Iceman, The",B/B+,13,2016,Portola Valley,Netflix,2013,,105,63%,https://image.tmdb.org/t/p/w500/56KPE9tPYh2WBdnUMq9EIOwEXGQ.jpg,"Thriller, Crime, Drama"
610,January-07,The Illusionist,B/B+,13,2007,,,2006,74%,110,NA,https://image.tmdb.org/t/p/w500/1O9jUvqkHaGBMVRyOJz1AlkmALW.jpg,"Fantasy, Drama, Thriller, Romance"
611,December-99,"Imitation Game, The",B/B+,13,2014,Portola Valley,On-Demand/PPV,2014,90%,114,81%,https://image.tmdb.org/t/p/w500/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg,"History, Drama, Thriller, War"
612,,Indiana Jones and the Temple of Doom,B/B+,13,Pre-2006,,,1984,77%,118,NA,https://image.tmdb.org/t/p/w500/gpdVNUaa4LhRMLfJOPj1AZdhAZ3.jpg,"Adventure, Action"
613,October-22,In the Loop,B/B+,13,2022,Dover,On-Demand/PPV,2009,94%,106,89%,https://image.tmdb.org/t/p/w500/jL6txnziFSeEifQkqnPBtaPaiXU.jpg,Comedy
614,April-16,Inspired to Ride,B/B+,13,2016,Portola Valley,On-Demand/PPV,2015,,88,NA,https://image.tmdb.org/t/p/w500/csFOHvwSmCVpadINAnRwRLiHPaF.jpg,Documentary
615,November-19,"Irishman, The",B/B+,13,2019,Plane,Netflix,2019,95%,209,NA,https://image.tmdb.org/t/p/w500/mbm8k3GFhXS0ROd9AD1gqYbIFbM.jpg,"Crime, Drama, History"
616,,James & The Giant Peach,B/B+,13,Pre-2006,,,1996,,79,NA,https://image.tmdb.org/t/p/w500/qUjArAMcCt2S3QJBb9CgVQu1MXs.jpg,"Adventure, Animation, Family, Fantasy"
617,November-17,Jim & Andy: The Great Beyond,B/B+,13,2017,Portola Valley,Netflix,2017,92%,94,106%,https://image.tmdb.org/t/p/w500/kKzopOFXz9YfsCTqg3XpF0GoypX.jpg,"Documentary, Drama, Comedy"
618,December-07,Juno,B/B+,13,2007,San Fran,Theatre,2007,93%,96,NA,https://image.tmdb.org/t/p/w500/jNIn2tVhpvFD6P9IojldI3mNYcn.jpg,"Comedy, Drama, Romance"
619,July-16,King Jack,B/B+,13,2016,Portola Valley,Netflix,2015,94%,80,121%,https://image.tmdb.org/t/p/w500/mguFl12DkIljwp8Kal04q04FeLw.jpg,Drama
620,,Kissing Jessica Stein,B/B+,13,Pre-2006,San Fran,TV,2001,83%,97,NA,https://image.tmdb.org/t/p/w500/8b2g8QZRLTJMYyzc3HirTSRQpLW.jpg,Comedy
621,December-19,Knives Out,B/B+,13,2019,Palo Alto,Theatre,2019,97%,130,75%,https://image.tmdb.org/t/p/w500/pThyQovXQrw2m0s9x82twj48Jq4.jpg,"Comedy, Crime, Mystery"
622,April-22,Kodachrome,B/B+,13,2022,Portola Valley,Netflix,2017,74%,100,71%,https://image.tmdb.org/t/p/w500/mseyc8v3UD1DhaZ3kSdXs4Dj9Xf.jpg,"Drama, Comedy"
623,December-12,Les Miserables,B/B+,13,2012,Miami,Theatre,2012,,158,45%,https://image.tmdb.org/t/p/w500/6CuzBs2Lb8At7qQr64mLXg2RYRb.jpg,"History, Drama"
624,,Legally Blonde,B/B+,13,Pre-2006,,,2001,72%,96,NA,https://image.tmdb.org/t/p/w500/9ohlMrJHQqKhfUKh7Zr3JQqHNLZ.jpg,"Comedy, Romance"
625,,"Limey, The",B/B+,13,Pre-2006,,,1999,92%,89,NA,https://image.tmdb.org/t/p/w500/efAnFInZYrenNvBlLIXN2oLYyNc.jpg,"Crime, Drama, Thriller, Mystery"
626,February-07,Little Children,B/B+,13,2007,,,2006,81%,137,NA,https://image.tmdb.org/t/p/w500/l2wTSP0Ifo9vY03nJEfkFBbT2S9.jpg,"Drama, Romance"
627,,Live and Let Die,B/B+,13,Pre-2006,,,1973,67%,121,NA,https://image.tmdb.org/t/p/w500/39qkrjqMZs6utwNmihVImC3ghas.jpg,"Adventure, Action, Thriller"
628,,Lolita,B/B+,13,Pre-2006,,,1962,89%,153,NA,https://image.tmdb.org/t/p/w500/9INcC14WZjCMKGE360VXmklCLdZ.jpg,"Drama, Romance"
629,,Love Actually,B/B+,13,Pre-2006,,,2003,64%,135,NA,https://image.tmdb.org/t/p/w500/7QPeVsr9rcFU9Gl90yg0gTOTpVv.jpg,"Comedy, Romance, Drama"
630,October-22,Magnolia,B/B+,13,2022,Portola Valley,On-Demand/PPV,1999,82%,188,44%,https://image.tmdb.org/t/p/w500/tpfC325Jk6S38VTe5dDWjWtoyxr.jpg,Drama
631,,"Man in the Iron Mask, The",B/B+,13,Pre-2006,,,1998,33%,132,NA,https://image.tmdb.org/t/p/w500/6VXTqgxAX6261a1wwWpDvoO93Bb.jpg,"Adventure, Action, Drama"
632,,"Man Without a Face, The",B/B+,13,Pre-2006,,,1993,68%,115,NA,https://image.tmdb.org/t/p/w500/7jSmEGZhblLWCEYawOhgTHxYNjq.jpg,Drama
633,April-22,Marriage Story,B/B+,13,2022,Portola Valley,Netflix,2019,95%,136,69%,https://image.tmdb.org/t/p/w500/2JRyCKaRKyJAVpsIHeLvPw5nHmw.jpg,Drama
634,,Mars Attacks!,B/B+,13,Pre-2006,,,1996,55%,106,NA,https://image.tmdb.org/t/p/w500/vUbGCNSEilGvxRQZi2kfTPRP0pS.jpg,"Comedy, Fantasy, Sci Fi"
635,,"Matador, The",B/B+,13,Pre-2006,,,2005,75%,96,NA,https://image.tmdb.org/t/p/w500/nYCR5VdXT0DcQVut18Gt9UDBOJy.jpg,"Action, Comedy, Crime, Drama, Thriller"
636,,Match Point,B/B+,13,Pre-2006,,,2005,77%,124,NA,https://image.tmdb.org/t/p/w500/vHjEVTD8ucuwKSFOZJeyAnTZYli.jpg,"Drama, Romance, Thriller"
637,,"Me, Myself, and Irene",B/B+,13,Pre-2006,,,2000,,116,NA,https://image.tmdb.org/t/p/w500/rvRrcbLbpn7UJGRH1JupgHOeJFq.jpg,Comedy
638,July-17,Midnight in Paris,B/B+,13,2017,Portola Valley,Netflix,2011,93%,94,99%,https://image.tmdb.org/t/p/w500/4wBG5kbfagTQclETblPRRGihk0I.jpg,"Fantasy, Comedy, Romance"
639,September-08,Midnight Run,B/B+,13,2008,Lafayette,On-Demand/PPV,1988,95%,126,79%,https://image.tmdb.org/t/p/w500/yx0touyDQ9enWDsFgS4MbBwCSNd.jpg,"Action, Comedy, Crime, Thriller"
640,,Millions,B/B+,13,Pre-2006,,,2004,87%,98,NA,https://image.tmdb.org/t/p/w500/rypaIocIovS3ICLKKakMvHDDQ0T.jpg,"Comedy, Crime, Drama, Family"
641,,Minority Report,B/B+,13,Pre-2006,,,2002,89%,145,NA,https://image.tmdb.org/t/p/w500/qtgFcnwh9dAFLocsDk2ySDVS8UF.jpg,"Sci Fi, Action, Thriller"
642,,Miracle,B/B+,13,Pre-2006,,,2004,80%,135,NA,https://image.tmdb.org/t/p/w500/mxtej2th8t8x0ufVBTyhsO6Htxj.jpg,"Drama, History"
643,December-11,Mission Impossible 4,B/B+,13,2011,Florida,Theatre,2011,,133,70%,https://image.tmdb.org/t/p/w500/eRZTGx7GsiKqPch96k27LK005ZL.jpg,"Action, Thriller, Adventure"
644,April-20,Moana,B/B+,13,2020,Portola Valley,On-Demand/PPV,2017,,113,84%,https://image.tmdb.org/t/p/w500/9tzN8sPbyod2dsa0lwuvrwBDWra.jpg,"Adventure, Comedy, Family, Animation"
645,December-17,Molly's Game,B/B+,13,2017,Mountain View,Theatre,2017,82%,140,58%,https://image.tmdb.org/t/p/w500/in43bQ7k0ttr666IPP94IlbQbTR.jpg,"Drama, Crime"
646,,"Money Pit, The",B/B+,13,Pre-2006,,,1986,50%,91,NA,https://image.tmdb.org/t/p/w500/bohhidIi1WWU5NNYF9l5wLQu3Ii.jpg,"Comedy, Romance"
647,,Mr. Deeds,B/B+,13,Pre-2006,,,2002,22%,96,NA,https://image.tmdb.org/t/p/w500/7gGk3pkpRsNlJ4PrJgEfgY9PG43.jpg,"Comedy, Romance"
648,December-21,Mr. Saturday Night,B/B+,13,2021,Portola Valley,HBO Max,1992,,80,NA,https://image.tmdb.org/t/p/w500/tDAJzffAZyhpEsRiRCH3J9abTbZ.jpg,"Comedy, Drama"
649,May-16,My Beautiful Broken Brain,B/B+,13,2016,Peninsula,On-Demand/PPV,2016,,84,NA,https://image.tmdb.org/t/p/w500/onm7B851Jk90Krcw9cfBdkTRhyg.jpg,Documentary
650,,My Fair Lady,B/B+,13,Pre-2006,,,1964,94%,170,NA,https://image.tmdb.org/t/p/w500/bTXVc29lGSNclf94VIZ49W4gGKl.jpg,"Music, Comedy, Romance"
651,April-08,My Kid Could Paint That,B/B+,13,2008,Boston,DVD,2007,94%,83,112%,https://image.tmdb.org/t/p/w500/wJiYxHp3aqFbq3LOSLK8qM6EIp8.jpg,Documentary
652,,No Man's Land,B/B+,13,Pre-2006,,,2001,93%,98,NA,https://image.tmdb.org/t/p/w500/1LAjKJ2Xcmb1ixIKq6ZA3LVq871.jpg,"Action, History, War"
653,,"Nutty Professor, The",B/B+,13,Pre-2006,,,1996,63%,95,NA,https://image.tmdb.org/t/p/w500/urCfzRD1iJlj66uW7vnqUAXklzJ.jpg,"Fantasy, Comedy, Romance, Sci Fi"
654,,October Sky,B/B+,13,Pre-2006,,,1999,90%,108,NA,https://image.tmdb.org/t/p/w500/1weUnrWqESWoLzMgSs64jd4GEwY.jpg,"Drama, Family"
655,,"Officer and a Gentleman, An",B/B+,13,Pre-2006,,,1982,79%,124,NA,https://image.tmdb.org/t/p/w500/69adZbLeRk5TNQ3e0008dMnde9p.jpg,"Drama, Romance"
656,,Oliver Twist,B/B+,13,Pre-2006,,,2005,,130,NA,https://image.tmdb.org/t/p/w500/zhPdYZ3x2uanhM1SyBj4CuL6hSa.jpg,"Crime, Drama, Family"
657,August-06,On Her Majesty's Secret Service,B/B+,13,2006,,,1969,81%,142,NA,https://image.tmdb.org/t/p/w500/m3KfbxvqaiAvRJ6MpguA3GuLdDQ.jpg,"Adventure, Action, Thriller"
658,July-14,Once Brothers,B/B+,13,2014,Portland,On-Demand/PPV,2010,,80,NA,https://image.tmdb.org/t/p/w500/gAF0vH9ChP880lkr7LlOYKCg45u.jpg,Documentary
659,,Out of Sight,B/B+,13,Pre-2006,,,1998,94%,123,NA,https://image.tmdb.org/t/p/w500/sAn7gsk6RgQaP2gewdeJ8Sbi8Kf.jpg,"Romance, Comedy, Crime"
660,December-17,"Overnight, The",B/B+,13,2017,Portola Valley,Netflix,2015,83%,80,103%,https://image.tmdb.org/t/p/w500/3XsGz8FbapcT8TsIeeTZrknJ2O8.jpg,"Mystery, Comedy"
661,,"Patriot, The",B/B+,13,Pre-2006,,,2000,61%,165,NA,https://image.tmdb.org/t/p/w500/8KTqF3DIdweciDBxPmROxW4whJE.jpg,"Drama, History, War, Action"
662,,"Perfect Murder, A",B/B+,13,Pre-2006,,,1998,55%,107,NA,https://image.tmdb.org/t/p/w500/wC0ax12N9GQ8vMXPEs4nES5AAiB.jpg,"Crime, Thriller, Drama"
663,,"Perfect Storm, The",B/B+,13,Pre-2006,,,2000,,130,NA,https://image.tmdb.org/t/p/w500/vJPoxqgpfFNbGi0HyoNsjFeLCio.jpg,"Drama, Adventure, Action"
664,,Peter's Friends,B/B+,13,Pre-2006,,,1992,65%,101,NA,https://image.tmdb.org/t/p/w500/8ly4EB83JlOkjBD6wOTU0ReXMQN.jpg,"Comedy, Drama"
665,,Platoon,B/B+,13,Pre-2006,,,1986,89%,120,NA,https://image.tmdb.org/t/p/w500/m3mmFkPQKvPZq5exmh0bDuXlD9T.jpg,"Drama, War, Action"
666,,Point of No Return,B/B+,13,Pre-2006,,,1993,52%,109,NA,https://image.tmdb.org/t/p/w500/m8hefEVK6WHiCbMUBeHU0yZbQLB.jpg,"Action, Crime, Thriller"
667,,"Power of One, The",B/B+,13,Pre-2006,,,1992,35%,127,NA,https://image.tmdb.org/t/p/w500/dEpxxr1uBB11I3aCYq0R26RQaiG.jpg,Drama
668,August-07,Pride & Prejudice,B/B+,13,2007,London,DVD,2005,87%,129,NA,https://image.tmdb.org/t/p/w500/v5gShop7147X33ytbcC2u05KDuc.jpg,"Drama, Romance"
669,,Primary Colors,B/B+,13,Pre-2006,,,1998,80%,143,NA,https://image.tmdb.org/t/p/w500/1FDR837wg7bi02F1R7JESCoPWBD.jpg,"Drama, Comedy"
670,,Prizzi's Honor,B/B+,13,Pre-2006,,,1985,85%,130,NA,https://image.tmdb.org/t/p/w500/5azGfZXuUFYjYfz6etYOdlyLXwL.jpg,"Romance, Comedy, Crime"
671,November-06,"Queen, The",B/B+,13,2006,,,2006,92%,103,NA,https://image.tmdb.org/t/p/w500/1I9iSa49jTTZeD6We7LUZ3ocm2y.jpg,"Drama, History"
672,November-08,Rachel Getting Married,B/B+,13,2008,San Fran,Theatre,2008,85%,114,76%,https://image.tmdb.org/t/p/w500/bumaq3lqe4YSsq6LlYoge7e9ABk.jpg,"Drama, Romance"
673,,"Rainmaker, The",B/B+,13,Pre-2006,,,1997,82%,135,NA,https://image.tmdb.org/t/p/w500/twLGHXPjQtS8UyVGp5GXmhJiTM7.jpg,"Drama, Crime, Thriller"
674,,Rambo: First Blood,B/B+,13,Pre-2006,,,1985,33%,96,NA,https://image.tmdb.org/t/p/w500/pzPdwOitmTleVE3YPMfIQgLh84p.jpg,"Action, Adventure, Thriller, War"
675,February-09,"Reader, The",B/B+,13,2009,San Fran,Theatre,2008,63%,123,49%,https://image.tmdb.org/t/p/w500/r0WURbmnhgKeBpHcpDULBgRedQM.jpg,"Drama, Romance"
676,,Remember the Titans,B/B+,13,Pre-2006,,,2000,72%,113,NA,https://image.tmdb.org/t/p/w500/825ohvC4wZ3gCuncCaqkWeQnK8h.jpg,Drama
677,July-07,Rescue Dawn,B/B+,13,2007,,,2006,90%,125,NA,https://image.tmdb.org/t/p/w500/ymPlV2ymUBSctfRzpehFOxFmJiS.jpg,"Adventure, Drama, War"
678,July-07,"Right Stuff, The",B/B+,13,2007,,,1983,96%,193,NA,https://image.tmdb.org/t/p/w500/btqTjNRxecYgQ1FGfVlLqSSNjz.jpg,"Drama, History, Adventure"
679,,"River Wild, The",B/B+,13,Pre-2006,,,1994,64%,111,NA,https://image.tmdb.org/t/p/w500/zxptdELxyQTTgytihqhpP8PzS2W.jpg,"Adventure, Thriller, Drama"
680,,Road House,B/B+,13,Pre-2006,,,2024,,121,NA,https://image.tmdb.org/t/p/w500/fDEdtS4P0gJsxHDIt8dG8TR5dx1.jpg,"Action, Thriller"
681,,Rocky I,B/B+,13,Pre-2006,,,1976,,93,NA,https://image.tmdb.org/t/p/w500/hEjK9A9BkNXejFW4tfacVAEHtkn.jpg,"Comedy, Documentary, Mystery"
682,,Rocky VI,B/B+,13,Pre-2006,,,2006,,9,NA,https://image.tmdb.org/t/p/w500/byBlJvZwCqgtIwrZNv0pyE974jC.jpg,"Comedy, Music"
683,May-09,Role Models,B/B+,13,2009,San Fran,On-Demand/PPV,2008,77%,102,75%,https://image.tmdb.org/t/p/w500/d5SatGKWi0VpO9QX0Z74zLh9i91.jpg,Comedy
684,,Roman Holiday,B/B+,13,Pre-2006,,,1953,96%,118,NA,https://image.tmdb.org/t/p/w500/8lI9dmz1RH20FAqltkGelY1v4BE.jpg,"Romance, Comedy, Drama"
685,,Romeo and Juliet,B/B+,13,Pre-2006,,,1968,95%,138,NA,https://image.tmdb.org/t/p/w500/f3LZFWxdApe2PZWT7dxLwIYuJre.jpg,"Drama, Romance"
686,February-09,"Rookie, The",B/B+,13,2009,San Fran,DVR,2002,84%,128,64%,https://image.tmdb.org/t/p/w500/gNmLsseIs6thkBKne91iQZDGyBT.jpg,"Drama, Family"
687,,Rudy,B/B+,13,Pre-2006,,,1993,80%,114,NA,https://image.tmdb.org/t/p/w500/fAbfTCRpjHe2rprXBly55KL1dL9.jpg,"Drama, History"
688,,Runaway Jury,B/B+,13,Pre-2006,,,2003,73%,127,NA,https://image.tmdb.org/t/p/w500/hpBot7sqaskTdZS264c7hOhGiQ0.jpg,"Drama, Thriller"
689,,"Saint, The",B/B+,13,Pre-2006,,,1997,30%,116,NA,https://image.tmdb.org/t/p/w500/lUuvRncu2qopplvguE7IdXVbU9R.jpg,"Thriller, Action, Romance, Sci Fi, Adventure"
690,,Saving Private Ryan,B/B+,13,Pre-2006,,,1998,94%,169,NA,https://image.tmdb.org/t/p/w500/uqx37cS8cpHg8U35f9U5IBlrCV3.jpg,"Drama, History, War"
691,,Scary Movie,B/B+,13,Pre-2006,,,2000,51%,88,NA,https://image.tmdb.org/t/p/w500/fVQFPRuw3yWXojYDJvA5EoFjUOY.jpg,Comedy
692,May-14,"Secret Life of Walter Mitty, The",B/B+,13,2013,Sydney,On-Demand/PPV,2013,52%,114,45%,https://image.tmdb.org/t/p/w500/tY6ypjKOOtujhxiSwTmvA4OZ5IE.jpg,"Adventure, Comedy, Drama, Fantasy"
693,February-07,School Ties,B/B+,13,2007,,,1992,60%,106,NA,https://image.tmdb.org/t/p/w500/h9u6VSyEPlF5L69QSzOh1eo4F5q.jpg,Drama
694,,Sea of Love,B/B+,13,Pre-2006,,,1989,76%,113,NA,https://image.tmdb.org/t/p/w500/vJ88WmJ12eAK9CRb3cggn9CJthH.jpg,"Crime, Drama, Romance"
695,,"Secret of My Success, The",B/B+,13,Pre-2006,,,1987,46%,111,NA,https://image.tmdb.org/t/p/w500/7UizUgCGt2Vx48m3v2bOUEt51b2.jpg,Comedy
696,March-07,Shut Up and Sing,B/B+,13,2007,,,2006,,93,NA,https://image.tmdb.org/t/p/w500/7aZ8uWvCckLTbalbiqut3Vrt33c.jpg,"Music, Documentary"
697,July-18,Sicario,B/B+,13,2018,Portola Valley,On-Demand/PPV,2015,91%,121,76%,https://image.tmdb.org/t/p/w500/lz8vNyXeidqqOdJW9ZjnDAMb5Vr.jpg,"Action, Crime, Thriller"
698,,Sideways,B/B+,13,Pre-2006,,,2004,97%,127,NA,https://image.tmdb.org/t/p/w500/zOsaxYLgvZVU7cJBpPn8CuE0MrP.jpg,"Comedy, Drama, Romance"
699,February-13,Side Effects,B/B+,13,2013,Peninsula,Theatre,2013,82%,106,80%,https://image.tmdb.org/t/p/w500/dk10bwGyj8aRdOTl3EkgATEefh2.jpg,"Thriller, Crime, Drama"
700,December-12,Silver Linings Playbook,B/B+,13,2012,Peninsula,Theatre,2012,92%,120,76%,https://image.tmdb.org/t/p/w500/y7iOVneBvITlBdhy6tVqXVOa1Js.jpg,"Drama, Comedy, Romance"
701,December-14,"Skeleton Twins, The",B/B+,13,2014,Peninsula,On-Demand/PPV,2014,86%,93,94%,https://image.tmdb.org/t/p/w500/lDygTdg1KlrVJVzqsFL515uGzSe.jpg,Drama
702,November-12,Skyfall,B/B+,13,2012,Peninsula,Theatre,2012,92%,145,63%,https://image.tmdb.org/t/p/w500/d0IVecFQvsGdSbnMAHqiYsNYaJT.jpg,"Action, Adventure, Thriller"
703,,Snatch,B/B+,13,Pre-2006,,,2000,74%,102,NA,https://image.tmdb.org/t/p/w500/kJZoAHq1SLDdWjeNGtlHAnGpmFV.jpg,"Crime, Comedy"
704,11/1/2015,Sole Man,B/B+,13,2015,Portola Valley,On-Demand/PPV,2015,,77,NA,https://image.tmdb.org/t/p/w500/mLuIOcMFIYU589UmlrKj1Xc8HiC.jpg,Documentary
705,,Some Like It Hot,B/B+,13,Pre-2006,,,1959,95%,121,NA,https://image.tmdb.org/t/p/w500/hVIKyTK13AvOGv7ICmJjK44DTzp.jpg,"Comedy, Romance, Crime"
706,,Something's Gotta Give,B/B+,13,Pre-2006,,,2003,72%,128,NA,https://image.tmdb.org/t/p/w500/1cpdqe0SpiHzzbOLq9GDUUlZdSl.jpg,"Drama, Comedy, Romance"
707,September-11,Source Code,B/B+,13,2011,Peninsula,On-Demand/PPV,2011,92%,87,106%,https://image.tmdb.org/t/p/w500/nTr0lvAzeQmUjgSgDEHTJpnrxTz.jpg,"Thriller, Sci Fi, Mystery"
708,August-07,Starter for 10,B/B+,13,2007,London,DVD,2006,90%,92,NA,https://image.tmdb.org/t/p/w500/m0NU3kgn87iNffUUDeItUXZKUKl.jpg,"Drama, Comedy, Romance"
709,,Startup.com,B/B+,13,Pre-2006,,,2001,93%,107,NA,https://image.tmdb.org/t/p/w500/ognPQebXUCRfKwAyRodR0j0xLjd.jpg,Documentary
710,October-07,Still of the Night,B/B+,13,2007,Boston,On-Demand/PPV,1982,67%,93,NA,https://image.tmdb.org/t/p/w500/qRTOsV47tfFIWF5QUx5KJtDPQwV.jpg,"Thriller, Drama, Crime, Horror"
711,November-14,Stuck In Love,B/B+,13,2014,Peninsula,On-Demand/PPV,2013,,96,60%,https://image.tmdb.org/t/p/w500/byic4VFVrpPyjDWK54CcsxYWW85.jpg,"Drama, Comedy, Romance"
712,,Sunset Boulevard,B/B+,13,Pre-2006,,,1950,98%,110,NA,https://image.tmdb.org/t/p/w500/oOZIN0sbRNLKQC4RRCQnmAx1PlV.jpg,Drama
713,August-06,Superman Returns,B/B+,13,2006,,,2006,72%,154,NA,https://image.tmdb.org/t/p/w500/qIegbn6DSUYmggfwxOBNOVS35q.jpg,"Sci Fi, Action, Adventure"
714,,Swingers,B/B+,13,Pre-2006,,,1996,87%,96,NA,https://image.tmdb.org/t/p/w500/vsctdCbDHApN003Fs3QzJB8Nl9B.jpg,"Comedy, Drama"
715,March-23,Tar,B/B+,13,2023,Peninsula,Theatre,2022,,158,57%,https://image.tmdb.org/t/p/w500/dRVAlaU0vbG6hMf2K45NSiIyoUe.jpg,"Music, Drama"
716,,Taxi Driver,B/B+,13,Pre-2006,,,1976,89%,114,NA,https://image.tmdb.org/t/p/w500/ekstpH614fwDX8DUln1a2Opz0N8.jpg,"Crime, Drama"
717,,Teen Wolf I,B/B+,13,Pre-2006,,,1985,,91,NA,https://image.tmdb.org/t/p/w500/bv9rY9eoue2Hat6tcvrKVQ0ow8v.jpg,"Comedy, Fantasy, Romance"
718,April-06,The 40-Year-Old Virgin,B/B+,13,2006,,,2005,85%,116,NA,https://image.tmdb.org/t/p/w500/mVeoqL37gzhMXQVpONi9DGOQ3tZ.jpg,"Comedy, Romance"
719,November-22,Ticket to Paradise,B/B+,13,2022,Redwood City,Theatre,2022,56%,104,55%,https://image.tmdb.org/t/p/w500/1tzERH50P5c2mFWtLbgixzLZS1L.jpg,"Drama, Comedy, Romance"
720,November-15,"Tinker, Taylor, Soldier, Spy",B/B+,13,2015,Peninsula,On-Demand/PPV,2012,,128,65%,https://image.tmdb.org/t/p/w500/e0dZ7TapGY9HtJ9xk1TUHPEOccl.jpg,"Drama, Thriller, Mystery"
721,January-08,There Will be Blood,B/B+,13,2008,Boston,Theatre,2007,91%,158,57%,https://image.tmdb.org/t/p/w500/fa0RDkAlCec0STeMNAhPaF89q6U.jpg,Drama
722,January-14,Thor: The Dark World,B/B+,13,2014,Peninsula,Theatre,2013,67%,112,59%,https://image.tmdb.org/t/p/w500/wp6OxE4poJ4G7c0U2ZIXasTSMR7.jpg,"Action, Adventure, Fantasy"
723,December-18,To All The Boys I've Loved Before,B/B+,13,2018,Portola Valley,Netflix,2018,96%,120,80%,https://image.tmdb.org/t/p/w500/hKHZhUbIyUAjcSrqJThFGYIR6kI.jpg,"Comedy, Romance"
724,,To Catch a Thief,B/B+,13,Pre-2006,,,1955,93%,106,NA,https://image.tmdb.org/t/p/w500/6M6NwjV3XvtayljoiZ8wRHOKCQG.jpg,"Mystery, Romance, Thriller"
725,July-16,Top Spin,B/B+,13,2016,Portola Valley,Netflix,2015,,80,125%,https://image.tmdb.org/t/p/w500/68RPd324H8KaxzZvwt0MVSgg9JB.jpg,Documentary
726,April-08,Training Day,B/B+,13,2008,Boston,DVD,2001,74%,122,59%,https://image.tmdb.org/t/p/w500/bUeiwBQdupBLQthMCHKV7zv56uv.jpg,"Action, Crime, Drama"
727,,Trainspotting,B/B+,13,Pre-2006,,,1996,90%,93,NA,https://image.tmdb.org/t/p/w500/1jUC02qsqS2NxBMFarbIhcQtazV.jpg,"Drama, Crime"
728,,True Romance,B/B+,13,Pre-2006,,,1993,93%,119,NA,https://image.tmdb.org/t/p/w500/39lXk6ud6KiJgGbbWI2PUKS7y2.jpg,"Action, Crime, Romance"
729,,"Truman Show, The",B/B+,13,Pre-2006,,,1998,94%,103,NA,https://image.tmdb.org/t/p/w500/vuza0WqY239yBXOadKlGwJsZJFE.jpg,"Comedy, Drama"
730,August-18,Tully,B/B+,13,2018,Portola Valley,On-Demand/PPV,2018,87%,94,90%,https://image.tmdb.org/t/p/w500/wDI4YXBXolMYi15Qx2kClvdSERM.jpg,"Comedy, Drama"
731,April-22,Turning Red,B/B+,13,2022,Portola Valley,Disney Plus,2022,95%,100,94%,https://image.tmdb.org/t/p/w500/qsdjk9oAKSQMWs0Vt5Pyfh6O4GZ.jpg,"Animation, Family, Comedy, Fantasy"
732,,Twins,B/B+,13,Pre-2006,,,1988,42%,107,NA,https://image.tmdb.org/t/p/w500/stJx9BQZbXrZnTGf9Erc7d2UMVc.jpg,Comedy
733,July-24,Twisters,B/B+,13,2024,San Fran,Theatre,2024,75%,122,62%,https://image.tmdb.org/t/p/w500/pjnD08FlMAIXsfOLKQbvmO0f0MD.jpg,"Action, Thriller"
734,November-09,Tyson,B/B+,13,2009,San Fran,On-Demand/PPV,2009,,90,96%,https://image.tmdb.org/t/p/w500/ektR7eqmndjaYlYPciy4tJfrgh7.jpg,"Documentary, Drama"
735,,Under Siege,B/B+,13,Pre-2006,,,1992,83%,103,NA,https://image.tmdb.org/t/p/w500/myHxm9p8fhEsXyaLO6DawYJKolg.jpg,"Action, Thriller"
736,5/19/2016,Valley Uprising,B/B+,13,2016,Portola Valley,On-Demand/PPV,2014,,99,NA,https://image.tmdb.org/t/p/w500/9wjZdG4K1zkKmlh5DS2xxiEEVPK.jpg,"Adventure, Documentary, History"
737,,Wayne's World I,B/B+,13,Pre-2006,,,1992,,94,NA,https://image.tmdb.org/t/p/w500/j2PXBHjYxg1PLBl0YQ8Tiblnqdn.jpg,Comedy
738,,Willy Wonka & The Chocolate Factory,B/B+,13,Pre-2006,,,1971,90%,100,NA,https://image.tmdb.org/t/p/w500/vmpsZkrs4Uvkp9r1atL8B3frA63.jpg,"Family, Fantasy, Comedy"
739,,X-Men III,B/B+,13,Pre-2006,,,2006,,104,NA,https://image.tmdb.org/t/p/w500/a2xicU8DpKtRizOHjQLC1JyCSRS.jpg,"Adventure, Action, Sci Fi, Thriller"
740,April-22,Warrior,B/B+,13,2022,Portola Valley,Netflix,2011,84%,139,60%,https://image.tmdb.org/t/p/w500/iM8n4nZJPR2abpnyZ36FUgHiRjr.jpg,"Drama, Action"
741,July-23,"War Room, The",B/B+,13,2023,Portola Valley,HBO Max,1993,96%,94,102%,https://image.tmdb.org/t/p/w500/qDNOzfkgneIkJHQmP2Bk68LSDqR.jpg,"Documentary, History"
